,MSE,RMSE,MAE,R2
office,0.004999999888241291,0.07100000232458115,0.04600000008940697,0.753
sustenance,0.004000000189989805,0.05900000035762787,0.03999999910593033,0.825
transport,0.004999999888241291,0.07100000232458115,0.050999999046325684,0.753
retail,0.006000000052154064,0.07699999958276749,0.054999999701976776,0.731
leisure,0.008999999612569809,0.09600000083446503,0.06800000369548798,0.674
residence,0.004999999888241291,0.06700000166893005,0.04899999871850014,0.729
