,MSE,RMSE,MAE,R2
office,0.003000000026077032,0.050999999046325684,0.032999999821186066,0.873
sustenance,0.0020000000949949026,0.04699999839067459,0.03200000151991844,0.891
transport,0.003000000026077032,0.05700000002980232,0.03999999910593033,0.844
retail,0.003000000026077032,0.0560000017285347,0.03799999877810478,0.853
leisure,0.004000000189989805,0.06199999898672104,0.04100000113248825,0.864
residence,0.004000000189989805,0.05999999865889549,0.0430000014603138,0.786
