,MSE,RMSE,MAE,R2
office,0.006000000052154064,0.07800000160932541,0.05000000074505806,0.701
sustenance,0.004999999888241291,0.07199999690055847,0.04800000041723251,0.743
transport,0.007000000216066837,0.08500000089406967,0.05900000035762787,0.647
retail,0.007000000216066837,0.08500000089406967,0.05999999865889549,0.667
leisure,0.008999999612569809,0.09700000286102295,0.06300000101327896,0.665
residence,0.007000000216066837,0.0820000022649765,0.05900000035762787,0.599
