,MSE,RMSE,MAE,R2
office,0.004999999888241291,0.07199999690055847,0.04800000041723251,0.746
sustenance,0.004000000189989805,0.06300000101327896,0.04399999976158142,0.801
transport,0.006000000052154064,0.07599999755620956,0.054999999701976776,0.719
retail,0.006000000052154064,0.07800000160932541,0.05700000002980232,0.716
leisure,0.008999999612569809,0.09300000220537186,0.06300000101327896,0.693
residence,0.004999999888241291,0.0729999989271164,0.0560000017285347,0.675
