,MSE,RMSE,MAE,R2
office,0.003000000026077032,0.05000000074505806,0.03400000184774399,0.878
sustenance,0.0020000000949949026,0.04600000008940697,0.032999999821186066,0.893
transport,0.003000000026077032,0.05400000140070915,0.039000000804662704,0.858
retail,0.003000000026077032,0.05700000002980232,0.03999999910593033,0.85
leisure,0.004000000189989805,0.06199999898672104,0.041999999433755875,0.862
residence,0.003000000026077032,0.05400000140070915,0.03799999877810478,0.825
