,MSE,RMSE,MAE,R2
office,0.01600000075995922,0.12800000607967377,0.08500000089406967,0.213
sustenance,0.013000000268220901,0.11299999803304672,0.07400000095367432,0.364
transport,0.014999999664723873,0.12200000137090683,0.0860000029206276,0.275
retail,0.01600000075995922,0.125,0.09099999815225601,0.281
leisure,0.023000000044703484,0.1509999930858612,0.10300000011920929,0.184
residence,0.013000000268220901,0.11400000005960464,0.08799999952316284,0.216
