,MSE,RMSE,MAE,R2
office,0.009999999776482582,0.10000000149011612,0.06300000101327896,0.516
sustenance,0.006000000052154064,0.07800000160932541,0.05400000140070915,0.692
transport,0.008999999612569809,0.09700000286102295,0.07100000232458115,0.542
retail,0.008999999612569809,0.09600000083446503,0.07000000029802322,0.571
leisure,0.014000000432133675,0.11900000274181366,0.08299999684095383,0.497
residence,0.007000000216066837,0.0860000029206276,0.06700000166893005,0.56
