,MSE,RMSE,MAE,R2
office,0.010999999940395355,0.10300000011920929,0.06700000166893005,0.489
sustenance,0.007000000216066837,0.08299999684095383,0.05400000140070915,0.661
transport,0.008999999612569809,0.09700000286102295,0.0689999982714653,0.54
retail,0.009999999776482582,0.10100000351667404,0.07000000029802322,0.53
leisure,0.014000000432133675,0.11999999731779099,0.07999999821186066,0.485
residence,0.00800000037997961,0.08799999952316284,0.06800000369548798,0.536
