,MSE,RMSE,MAE,R2
office,0.007000000216066837,0.0820000022649765,0.05700000002980232,0.675
sustenance,0.004999999888241291,0.06800000369548798,0.04800000041723251,0.77
transport,0.007000000216066837,0.08500000089406967,0.06300000101327896,0.65
retail,0.007000000216066837,0.0860000029206276,0.06400000303983688,0.66
leisure,0.012000000104308128,0.10999999940395355,0.08100000023841858,0.572
residence,0.006000000052154064,0.07800000160932541,0.05999999865889549,0.638
