,MSE,RMSE,MAE,R2
office,0.004000000189989805,0.061000000685453415,0.04100000113248825,0.82
sustenance,0.003000000026077032,0.05400000140070915,0.03799999877810478,0.855
transport,0.004000000189989805,0.06499999761581421,0.04699999839067459,0.792
retail,0.004999999888241291,0.06800000369548798,0.05000000074505806,0.785
leisure,0.006000000052154064,0.07599999755620956,0.052000001072883606,0.792
residence,0.004000000189989805,0.06499999761581421,0.05000000074505806,0.747
