,MSE,RMSE,MAE,R2
office,0.00800000037997961,0.09000000357627869,0.05700000002980232,0.604
sustenance,0.007000000216066837,0.08100000023841858,0.05400000140070915,0.669
transport,0.008999999612569809,0.09600000083446503,0.06800000369548798,0.55
retail,0.008999999612569809,0.09399999678134918,0.06599999964237213,0.596
leisure,0.012000000104308128,0.10899999737739563,0.07400000095367432,0.575
residence,0.00800000037997961,0.09099999815225601,0.06700000166893005,0.502
