,MSE,RMSE,MAE,R2
office,0.014999999664723873,0.12300000339746475,0.07900000363588333,0.273
sustenance,0.014000000432133675,0.11800000071525574,0.07599999755620956,0.314
transport,0.014999999664723873,0.12099999934434891,0.0860000029206276,0.29
retail,0.017000000923871994,0.1289999932050705,0.09200000017881393,0.239
leisure,0.02199999988079071,0.1469999998807907,0.10400000214576721,0.226
residence,0.010999999940395355,0.10599999874830246,0.08299999684095383,0.324
