,MSE,RMSE,MAE,R2
office,0.004999999888241291,0.0729999989271164,0.04800000041723251,0.743
sustenance,0.004000000189989805,0.05999999865889549,0.041999999433755875,0.821
transport,0.006000000052154064,0.07500000298023224,0.054999999701976776,0.727
retail,0.006000000052154064,0.07599999755620956,0.054999999701976776,0.734
leisure,0.00800000037997961,0.09000000357627869,0.06199999898672104,0.714
residence,0.004999999888241291,0.06800000369548798,0.052000001072883606,0.721
