,MSE,RMSE,MAE,R2
office,0.004999999888241291,0.0729999989271164,0.04699999839067459,0.745
sustenance,0.003000000026077032,0.057999998331069946,0.04100000113248825,0.828
transport,0.004999999888241291,0.07100000232458115,0.050999999046325684,0.756
retail,0.006000000052154064,0.07500000298023224,0.05299999937415123,0.737
leisure,0.008999999612569809,0.09399999678134918,0.06400000303983688,0.688
residence,0.004999999888241291,0.0689999982714653,0.052000001072883606,0.717
