,MSE,RMSE,MAE,R2
office,0.004000000189989805,0.06199999898672104,0.039000000804662704,0.815
sustenance,0.003000000026077032,0.05400000140070915,0.039000000804662704,0.854
transport,0.004000000189989805,0.06400000303983688,0.04600000008940697,0.796
retail,0.004999999888241291,0.0689999982714653,0.05000000074505806,0.783
leisure,0.007000000216066837,0.08299999684095383,0.054999999701976776,0.757
residence,0.004000000189989805,0.06400000303983688,0.04800000041723251,0.756
